inventory_id,paper_table,model,dataset,task,paper_status,reproduction_status,paper_metric_count,observed_metric_count,evidence,assessment
DER-02,Table 4,OEA-Qwen7B (+Cl),"Mean across AudioCaps, Clotho, MECAT",UIQ Imperative T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Qwen7B (+Cl),"Mean across AudioCaps, Clotho, MECAT",UIQ Keyphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Qwen7B (+Cl),"Mean across AudioCaps, Clotho, MECAT",UIQ Paraphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Qwen7B (+Cl),"Mean across AudioCaps, Clotho, MECAT",UIQ Question T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,Robust-CLAP,"Mean across AudioCaps, Clotho, MECAT",Negative UIQ hard-negative discrimination,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,Released negative JSONL omits hard-negative audio IDs; strict target-HN pairing cannot be reconstructed without author evidence.
DER-02,Table 4,Robust-CLAP,"Mean across AudioCaps, Clotho, MECAT",Positive UIQ aggregate,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,Robust-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Imperative T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,Robust-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Keyphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,Robust-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Paraphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,Robust-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Question T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
EXP-18,Table 5,LAION-CLAP,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,PAPER,BLOCKED,3,0,docs/evaluation_protocol.md,Strict efficiency/counting protocol is unpublished and no controlled run exists for this model.
EXP-18,Table 5,M2D-CLAP,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,PAPER,BLOCKED,3,0,docs/evaluation_protocol.md,Strict efficiency/counting protocol is unpublished and no controlled run exists for this model.
EXP-18,Table 5,MGA-CLAP,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,PAPER,BLOCKED,3,0,docs/evaluation_protocol.md,Strict efficiency/counting protocol is unpublished and no controlled run exists for this model.
EXP-18,Table 5,OEA-Nemo3B,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,PAPER,BLOCKED,3,0,docs/evaluation_protocol.md,Strict efficiency/counting protocol is unpublished and no controlled run exists for this model.
EXP-18,Table 5,OEA-Qwen3B,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,PAPER,CONTROLLED_ONLY,3,0,results/audits/qwen3b_clotho_a100_efficiency_20260721.json,"A100 controlled measurement exists for the released +Cl checkpoint, but PAPER omits timing, memory, parameter-count, and checkpoint-variant definitions."
EXP-18,Table 5,OEA-Qwen7B,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,PAPER,BLOCKED,3,0,docs/evaluation_protocol.md,Strict efficiency/counting protocol is unpublished and no controlled run exists for this model.
EXP-19,Table 5,LAION-CLAP,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,PAPER,BLOCKED,1,0,docs/evaluation_protocol.md,Strict efficiency/counting protocol is unpublished and no controlled run exists for this model.
EXP-19,Table 5,M2D-CLAP,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,PAPER,BLOCKED,1,0,docs/evaluation_protocol.md,Strict efficiency/counting protocol is unpublished and no controlled run exists for this model.
EXP-19,Table 5,MGA-CLAP,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,PAPER,BLOCKED,1,0,docs/evaluation_protocol.md,Strict efficiency/counting protocol is unpublished and no controlled run exists for this model.
EXP-19,Table 5,OEA-Nemo3B,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,PAPER,BLOCKED,1,0,docs/evaluation_protocol.md,Strict efficiency/counting protocol is unpublished and no controlled run exists for this model.
EXP-19,Table 5,OEA-Qwen3B,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,PAPER,CONTROLLED_ONLY,1,0,results/audits/qwen3b_clotho_a100_efficiency_20260721.json,"A100 controlled measurement exists for the released +Cl checkpoint, but PAPER omits timing, memory, parameter-count, and checkpoint-variant definitions."
EXP-19,Table 5,OEA-Qwen7B,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,PAPER,BLOCKED,1,0,docs/evaluation_protocol.md,Strict efficiency/counting protocol is unpublished and no controlled run exists for this model.
EXP-02,Table 7,Human (9 annotators),AudioCaps,UIQ Imperative validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),AudioCaps,UIQ Keyphrase validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),AudioCaps,UIQ Negative validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),AudioCaps,UIQ Overall validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),AudioCaps,UIQ Paraphrase validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),AudioCaps,UIQ Question validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),Clotho,UIQ Imperative validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),Clotho,UIQ Keyphrase validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),Clotho,UIQ Negative validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),Clotho,UIQ Overall validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),Clotho,UIQ Paraphrase validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),Clotho,UIQ Question validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),Combined UIQ validation sample,UIQ Imperative validity,PAPER,BLOCKED,3,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),Combined UIQ validation sample,UIQ Keyphrase validity,PAPER,BLOCKED,3,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),Combined UIQ validation sample,UIQ Negative validity,PAPER,BLOCKED,3,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),Combined UIQ validation sample,UIQ Overall validity,PAPER,BLOCKED,3,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),Combined UIQ validation sample,UIQ Paraphrase validity,PAPER,BLOCKED,3,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),Combined UIQ validation sample,UIQ Question validity,PAPER,BLOCKED,3,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),MECAT,UIQ Imperative validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),MECAT,UIQ Keyphrase validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),MECAT,UIQ Negative validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),MECAT,UIQ Overall validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),MECAT,UIQ Paraphrase validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
EXP-02,Table 7,Human (9 annotators),MECAT,UIQ Question validity,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,"Original sample IDs, ratings or closed-model responses are not published."
DER-01,Table 11,LAION-CLAP,"Mean across AudioCaps, Clotho, MECAT",T2A,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,LAION-CLAP,"Mean across AudioCaps, Clotho, MECAT",T2T,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,M2D-CLAP,"Mean across AudioCaps, Clotho, MECAT",T2A,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,M2D-CLAP,"Mean across AudioCaps, Clotho, MECAT",T2T,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,MGA-CLAP,"Mean across AudioCaps, Clotho, MECAT",T2A,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,MGA-CLAP,"Mean across AudioCaps, Clotho, MECAT",T2T,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,Nemotron-3B,"Mean across AudioCaps, Clotho, MECAT",T2A,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,Nemotron-3B,"Mean across AudioCaps, Clotho, MECAT",T2T,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,OEA-Nemo3B,"Mean across AudioCaps, Clotho, MECAT",T2A,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,OEA-Nemo3B,"Mean across AudioCaps, Clotho, MECAT",T2T,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,OEA-Nemo3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",T2A,PAPER,PARTIAL,3,0,results/tables/reproduction_summary.csv,Only Clotho inputs exist; all three datasets are required for the paper mean.
DER-01,Table 11,OEA-Nemo3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",T2T,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,OEA-Qwen3B,"Mean across AudioCaps, Clotho, MECAT",T2A,PAPER,PARTIAL,3,0,results/tables/reproduction_summary.csv,Only Clotho inputs exist; all three datasets are required for the paper mean.
DER-01,Table 11,OEA-Qwen3B,"Mean across AudioCaps, Clotho, MECAT",T2T,PAPER,PARTIAL,3,0,results/tables/reproduction_summary.csv,Only Clotho inputs exist; all three datasets are required for the paper mean.
DER-01,Table 11,OEA-Qwen3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",T2A,PAPER,PARTIAL,3,0,results/tables/reproduction_summary.csv,Only Clotho inputs exist; all three datasets are required for the paper mean.
DER-01,Table 11,OEA-Qwen3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",T2T,PAPER,PARTIAL,3,0,results/tables/reproduction_summary.csv,Only Clotho inputs exist; all three datasets are required for the paper mean.
DER-01,Table 11,OEA-Qwen7B,"Mean across AudioCaps, Clotho, MECAT",T2A,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,OEA-Qwen7B,"Mean across AudioCaps, Clotho, MECAT",T2T,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,OEA-Qwen7B (+Cl),"Mean across AudioCaps, Clotho, MECAT",T2A,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,OEA-Qwen7B (+Cl),"Mean across AudioCaps, Clotho, MECAT",T2T,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,Qwen2.5-Omni-3B,"Mean across AudioCaps, Clotho, MECAT",T2A,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,Qwen2.5-Omni-3B,"Mean across AudioCaps, Clotho, MECAT",T2T,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,Qwen2.5-Omni-7B,"Mean across AudioCaps, Clotho, MECAT",T2A,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,Qwen2.5-Omni-7B,"Mean across AudioCaps, Clotho, MECAT",T2T,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,Robust-CLAP,"Mean across AudioCaps, Clotho, MECAT",T2A,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
DER-01,Table 11,Robust-CLAP,"Mean across AudioCaps, Clotho, MECAT",T2T,PAPER,TODO,3,0,,No reproduced input cell is available for this three-dataset mean.
EXP-12,Table 12,LAION-CLAP,AudioCaps,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,LAION-CLAP,Clotho,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,LAION-CLAP,MECAT,UIQ Question T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-12,Table 12,M2D-CLAP,AudioCaps,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,M2D-CLAP,Clotho,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,M2D-CLAP,MECAT,UIQ Question T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-12,Table 12,MGA-CLAP,AudioCaps,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,MGA-CLAP,Clotho,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,MGA-CLAP,MECAT,UIQ Question T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-12,Table 12,OEA-Nemo3B,AudioCaps,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,OEA-Nemo3B,Clotho,UIQ Question T2A,PAPER,REPRODUCED_CLOSE,3,3,results/audits/oea_nemo3b_ac_clotho_official_source_eval_20260729.json,Predeclared public-code or sensitivity protocol has value evidence; missing paper protocol remains separately blocked.
EXP-12,Table 12,OEA-Nemo3B,MECAT,UIQ Question T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-12,Table 12,OEA-Nemo3B (+Cl),AudioCaps,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,OEA-Nemo3B (+Cl),Clotho,UIQ Question T2A,PAPER,REPRODUCED_CLOSE,3,3,results/audits/nemo3b_cl_clotho_positive_uiq_eval_20260729.json,Predeclared public-code or sensitivity protocol has value evidence; missing paper protocol remains separately blocked.
EXP-12,Table 12,OEA-Nemo3B (+Cl),MECAT,UIQ Question T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-12,Table 12,OEA-Qwen3B,AudioCaps,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,OEA-Qwen3B,Clotho,UIQ Question T2A,PAPER,REPRODUCED_CLOSE,3,3,results/audits/qwen3b_clotho_positive_uiq_eval_20260720.json,Predeclared public-code or sensitivity protocol has value evidence; missing paper protocol remains separately blocked.
EXP-12,Table 12,OEA-Qwen3B,MECAT,UIQ Question T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-12,Table 12,OEA-Qwen3B (+Cl),AudioCaps,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,OEA-Qwen3B (+Cl),Clotho,UIQ Question T2A,PAPER,REPRODUCED_CLOSE,3,3,results/audits/qwen3b_cl_clotho_positive_uiq_eval_20260719.json,Predeclared public-code or sensitivity protocol has value evidence; missing paper protocol remains separately blocked.
EXP-12,Table 12,OEA-Qwen3B (+Cl),MECAT,UIQ Question T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-12,Table 12,OEA-Qwen7B,AudioCaps,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,OEA-Qwen7B,Clotho,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,OEA-Qwen7B,MECAT,UIQ Question T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-12,Table 12,OEA-Qwen7B (+Cl),AudioCaps,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,OEA-Qwen7B (+Cl),Clotho,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,OEA-Qwen7B (+Cl),MECAT,UIQ Question T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-12,Table 12,Robust-CLAP,AudioCaps,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,Robust-CLAP,Clotho,UIQ Question T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-12,Table 12,Robust-CLAP,MECAT,UIQ Question T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-13,Table 13,LAION-CLAP,AudioCaps,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,LAION-CLAP,Clotho,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,LAION-CLAP,MECAT,UIQ Imperative T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-13,Table 13,M2D-CLAP,AudioCaps,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,M2D-CLAP,Clotho,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,M2D-CLAP,MECAT,UIQ Imperative T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-13,Table 13,MGA-CLAP,AudioCaps,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,MGA-CLAP,Clotho,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,MGA-CLAP,MECAT,UIQ Imperative T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-13,Table 13,OEA-Nemo3B,AudioCaps,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,OEA-Nemo3B,Clotho,UIQ Imperative T2A,PAPER,REPRODUCED_CLOSE,3,3,results/audits/oea_nemo3b_ac_clotho_official_source_eval_20260729.json,Predeclared public-code or sensitivity protocol has value evidence; missing paper protocol remains separately blocked.
EXP-13,Table 13,OEA-Nemo3B,MECAT,UIQ Imperative T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-13,Table 13,OEA-Nemo3B (+Cl),AudioCaps,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,OEA-Nemo3B (+Cl),Clotho,UIQ Imperative T2A,PAPER,REPRODUCED_CLOSE,3,3,results/audits/nemo3b_cl_clotho_positive_uiq_eval_20260729.json,Predeclared public-code or sensitivity protocol has value evidence; missing paper protocol remains separately blocked.
EXP-13,Table 13,OEA-Nemo3B (+Cl),MECAT,UIQ Imperative T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-13,Table 13,OEA-Qwen3B,AudioCaps,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,OEA-Qwen3B,Clotho,UIQ Imperative T2A,PAPER,REPRODUCED_CLOSE,3,3,results/audits/qwen3b_clotho_positive_uiq_eval_20260720.json,Predeclared public-code or sensitivity protocol has value evidence; missing paper protocol remains separately blocked.
EXP-13,Table 13,OEA-Qwen3B,MECAT,UIQ Imperative T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-13,Table 13,OEA-Qwen3B (+Cl),AudioCaps,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,OEA-Qwen3B (+Cl),Clotho,UIQ Imperative T2A,PAPER,REPRODUCED_CLOSE,3,3,results/audits/qwen3b_cl_clotho_positive_uiq_eval_20260719.json,Predeclared public-code or sensitivity protocol has value evidence; missing paper protocol remains separately blocked.
EXP-13,Table 13,OEA-Qwen3B (+Cl),MECAT,UIQ Imperative T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-13,Table 13,OEA-Qwen7B,AudioCaps,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,OEA-Qwen7B,Clotho,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,OEA-Qwen7B,MECAT,UIQ Imperative T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-13,Table 13,OEA-Qwen7B (+Cl),AudioCaps,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,OEA-Qwen7B (+Cl),Clotho,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,OEA-Qwen7B (+Cl),MECAT,UIQ Imperative T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-13,Table 13,Robust-CLAP,AudioCaps,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,Robust-CLAP,Clotho,UIQ Imperative T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-13,Table 13,Robust-CLAP,MECAT,UIQ Imperative T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-14,Table 14,LAION-CLAP,AudioCaps,UIQ Paraphrase T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-14,Table 14,LAION-CLAP,Clotho,UIQ Paraphrase T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-14,Table 14,LAION-CLAP,MECAT,UIQ Paraphrase T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-14,Table 14,M2D-CLAP,AudioCaps,UIQ Paraphrase T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-14,Table 14,M2D-CLAP,Clotho,UIQ Paraphrase T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-14,Table 14,M2D-CLAP,MECAT,UIQ Paraphrase T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-14,Table 14,MGA-CLAP,AudioCaps,UIQ Paraphrase T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-14,Table 14,MGA-CLAP,Clotho,UIQ Paraphrase T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-14,Table 14,MGA-CLAP,MECAT,UIQ Paraphrase T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-14,Table 14,OEA-Nemo3B,AudioCaps,UIQ Paraphrase T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-14,Table 14,OEA-Nemo3B,Clotho,UIQ Paraphrase T2A,PAPER,REPRODUCED_CLOSE,3,3,results/audits/oea_nemo3b_ac_clotho_official_source_eval_20260729.json,Predeclared public-code or sensitivity protocol has value evidence; missing paper protocol remains separately blocked.
